analysis,sla_allele,sla_locus,seed,hla_subgroup,hla_locus,probability
class1,SLA-1*11:05,SLA-1,42,C_Other,C,0.03363025560975075
class1,SLA-1*11:07,SLA-1,42,A01,A,0.0059591918252408504
class1,SLA-1*11:07,SLA-1,42,A02,A,0.0008974727825261652
class1,SLA-1*11:07,SLA-1,42,A03,A,0.0012534629786387086
class1,SLA-1*11:07,SLA-1,42,A11,A,0.0033605678472667933
class1,SLA-1*11:07,SLA-1,42,A23,A,0.009828143753111362
class1,SLA-1*11:07,SLA-1,42,A24,A,0.011056519113481045
class1,SLA-1*11:07,SLA-1,42,A25,A,0.01438794657588005
class1,SLA-1*11:07,SLA-1,42,A26,A,0.017533697187900543
class1,SLA-1*11:07,SLA-1,42,A29,A,0.00010961283987853676
class1,SLA-1*11:07,SLA-1,42,A30,A,0.0010132278548553586
class1,SLA-1*11:07,SLA-1,42,A31,A,0.0005024080164730549
class1,SLA-1*11:07,SLA-1,42,A32,A,0.004953912924975157
class1,SLA-1*11:07,SLA-1,42,A33,A,0.000216038097278215
class1,SLA-1*11:07,SLA-1,42,A68,A,0.0027123347390443087
class1,SLA-1*11:07,SLA-1,42,A_Other,A,0.015852123498916626
class1,SLA-1*11:07,SLA-1,42,B07,B,0.001330969505943358
class1,SLA-1*11:07,SLA-1,42,B08,B,0.0027244295924901962
class1,SLA-1*11:07,SLA-1,42,B13,B,0.012911271303892136
class1,SLA-1*11:07,SLA-1,42,B14,B,0.004640392493456602
class1,SLA-1*11:07,SLA-1,42,B15,B,0.008598197251558304
class1,SLA-1*11:07,SLA-1,42,B18,B,0.009089919738471508
class1,SLA-1*11:07,SLA-1,42,B27,B,0.001812212634831667
class1,SLA-1*11:07,SLA-1,42,B35,B,9.316179784946144e-05
class1,SLA-1*11:07,SLA-1,42,B37,B,0.012229520827531815
class1,SLA-1*11:07,SLA-1,42,B38,B,0.0009020445286296308
class1,SLA-1*11:07,SLA-1,42,B39,B,9.661535295890644e-05
class1,SLA-1*11:07,SLA-1,42,B40,B,0.7123963236808777
class1,SLA-1*11:07,SLA-1,42,B41,B,0.042173370718955994
class1,SLA-1*11:07,SLA-1,42,B44,B,0.0018729098374024034
class1,SLA-1*11:07,SLA-1,42,B46,B,0.0006396100507117808
class1,SLA-1*11:07,SLA-1,42,B49,B,0.0016643665730953217
class1,SLA-1*11:07,SLA-1,42,B50,B,0.003600901225581765
class1,SLA-1*11:07,SLA-1,42,B51,B,3.3283915399806574e-05
class1,SLA-1*11:07,SLA-1,42,B52,B,0.001889239065349102
class1,SLA-1*11:07,SLA-1,42,B53,B,0.00012462302402127534
class1,SLA-1*11:07,SLA-1,42,B55,B,0.00033251289278268814
class1,SLA-1*11:07,SLA-1,42,B56,B,0.0002734910522121936
class1,SLA-1*11:07,SLA-1,42,B57,B,0.008536706678569317
class1,SLA-1*11:07,SLA-1,42,B58,B,0.0009825739543884993
class1,SLA-1*11:07,SLA-1,42,B_Other,B,0.035556208342313766
class1,SLA-1*11:07,SLA-1,42,C01,C,0.017550939694046974
class1,SLA-1*11:07,SLA-1,42,C02,C,0.002460448769852519
class1,SLA-1*11:07,SLA-1,42,C03,C,2.6577965400065295e-05
class1,SLA-1*11:07,SLA-1,42,C04,C,0.0025689960457384586
class1,SLA-1*11:07,SLA-1,42,C05,C,0.00010219349496765062
class1,SLA-1*11:07,SLA-1,42,C06,C,0.002996588358655572
class1,SLA-1*11:07,SLA-1,42,C07,C,0.0005724354996345937
class1,SLA-1*11:07,SLA-1,42,C08,C,3.422606459935196e-05
class1,SLA-1*11:07,SLA-1,42,C12,C,1.9639179299701937e-05
class1,SLA-1*11:07,SLA-1,42,C14,C,0.001005336525849998
class1,SLA-1*11:07,SLA-1,42,C15,C,0.0034396955743432045
class1,SLA-1*11:07,SLA-1,42,C16,C,0.001574310241267085
class1,SLA-1*11:07,SLA-1,42,C17,C,0.005128609947860241
class1,SLA-1*11:07,SLA-1,42,C_Other,C,0.008378420025110245
class1,SLA-1*11:08,SLA-1,42,A01,A,0.006053357385098934
class1,SLA-1*11:08,SLA-1,42,A02,A,0.0008845807751640677
class1,SLA-1*11:08,SLA-1,42,A03,A,0.001291892840526998
class1,SLA-1*11:08,SLA-1,42,A11,A,0.003579659853130579
class1,SLA-1*11:08,SLA-1,42,A23,A,0.010803706012666225
class1,SLA-1*11:08,SLA-1,42,A24,A,0.011353705078363419
class1,SLA-1*11:08,SLA-1,42,A25,A,0.015830745920538902
class1,SLA-1*11:08,SLA-1,42,A26,A,0.019442511722445488
class1,SLA-1*11:08,SLA-1,42,A29,A,0.00012102506298106164
class1,SLA-1*11:08,SLA-1,42,A30,A,0.0011329433182254434
class1,SLA-1*11:08,SLA-1,42,A31,A,0.0005384524702094495
class1,SLA-1*11:08,SLA-1,42,A32,A,0.005641635973006487
class1,SLA-1*11:08,SLA-1,42,A33,A,0.00025329901836812496
class1,SLA-1*11:08,SLA-1,42,A68,A,0.002939194440841675
class1,SLA-1*11:08,SLA-1,42,A_Other,A,0.0178123340010643
class1,SLA-1*11:08,SLA-1,42,B07,B,0.0013285425957292318
class1,SLA-1*11:08,SLA-1,42,B08,B,0.002864898182451725
class1,SLA-1*11:08,SLA-1,42,B13,B,0.013866079039871693
class1,SLA-1*11:08,SLA-1,42,B14,B,0.005395974963903427
class1,SLA-1*11:08,SLA-1,42,B15,B,0.009168797172605991
class1,SLA-1*11:08,SLA-1,42,B18,B,0.009951629675924778
class1,SLA-1*11:08,SLA-1,42,B27,B,0.0018887368496507406
class1,SLA-1*11:08,SLA-1,42,B35,B,0.00010029599070549011
class1,SLA-1*11:08,SLA-1,42,B37,B,0.013523245230317116
class1,SLA-1*11:08,SLA-1,42,B38,B,0.0010371437529101968
class1,SLA-1*11:08,SLA-1,42,B39,B,0.00011378699855413288
class1,SLA-1*11:08,SLA-1,42,B40,B,0.6865943670272827
class1,SLA-1*11:08,SLA-1,42,B41,B,0.04624633118510246
class1,SLA-1*11:08,SLA-1,42,B44,B,0.001985569018870592
class1,SLA-1*11:08,SLA-1,42,B46,B,0.0007077908958308399
class1,SLA-1*11:08,SLA-1,42,B49,B,0.0018874089000746608
class1,SLA-1*11:08,SLA-1,42,B50,B,0.004190926905721426
class1,SLA-1*11:08,SLA-1,42,B51,B,3.628505510278046e-05
class1,SLA-1*11:08,SLA-1,42,B52,B,0.0021830725017935038
class1,SLA-1*11:08,SLA-1,42,B53,B,0.00013768910139333457
class1,SLA-1*11:08,SLA-1,42,B55,B,0.0003764482098631561
class1,SLA-1*11:08,SLA-1,42,B56,B,0.00031062145717442036
class1,SLA-1*11:08,SLA-1,42,B57,B,0.009331855922937393
class1,SLA-1*11:08,SLA-1,42,B58,B,0.0010755788534879684
class1,SLA-1*11:08,SLA-1,42,B_Other,B,0.038421325385570526
class1,SLA-1*11:08,SLA-1,42,C01,C,0.01912469044327736
class1,SLA-1*11:08,SLA-1,42,C02,C,0.002545937430113554
class1,SLA-1*11:08,SLA-1,42,C03,C,2.8624508559005335e-05
class1,SLA-1*11:08,SLA-1,42,C04,C,0.002752780681475997
class1,SLA-1*11:08,SLA-1,42,C05,C,0.00011570671631488949
class1,SLA-1*11:08,SLA-1,42,C06,C,0.003157940926030278
class1,SLA-1*11:08,SLA-1,42,C07,C,0.0005701634217984974
class1,SLA-1*11:08,SLA-1,42,C08,C,3.831544745480642e-05
class1,SLA-1*11:08,SLA-1,42,C12,C,2.1864027075935155e-05
class1,SLA-1*11:08,SLA-1,42,C14,C,0.0011337772011756897
class1,SLA-1*11:08,SLA-1,42,C15,C,0.00361543707549572
class1,SLA-1*11:08,SLA-1,42,C16,C,0.0016756708500906825
class1,SLA-1*11:08,SLA-1,42,C17,C,0.005597792100161314
class1,SLA-1*11:08,SLA-1,42,C_Other,C,0.009217961691319942
class1,SLA-1*11:09,SLA-1,42,A01,A,0.008077701553702354
class1,SLA-1*11:09,SLA-1,42,A02,A,0.0004522627277765423
class1,SLA-1*11:09,SLA-1,42,A03,A,0.0009575794101692736
class1,SLA-1*11:09,SLA-1,42,A11,A,0.00040262541733682156
class1,SLA-1*11:09,SLA-1,42,A23,A,0.017873268574476242
class1,SLA-1*11:09,SLA-1,42,A24,A,0.21952255070209503
class1,SLA-1*11:09,SLA-1,42,A25,A,0.0020676469430327415
class1,SLA-1*11:09,SLA-1,42,A26,A,0.003385668620467186
class1,SLA-1*11:09,SLA-1,42,A29,A,0.00011623921454884112
class1,SLA-1*11:09,SLA-1,42,A30,A,0.009365716949105263
class1,SLA-1*11:09,SLA-1,42,A31,A,0.00014511594781652093
class1,SLA-1*11:09,SLA-1,42,A32,A,0.017275361344218254
class1,SLA-1*11:09,SLA-1,42,A33,A,0.0006796568632125854
class1,SLA-1*11:09,SLA-1,42,A68,A,0.00622464157640934
class1,SLA-1*11:09,SLA-1,42,A_Other,A,0.002402098150923848
class1,SLA-1*11:09,SLA-1,42,B07,B,9.236251935362816e-05
class1,SLA-1*11:09,SLA-1,42,B08,B,0.0007251744391396642
class1,SLA-1*11:09,SLA-1,42,B13,B,0.0042296769097447395
class1,SLA-1*11:09,SLA-1,42,B14,B,0.010599078610539436
class1,SLA-1*11:09,SLA-1,42,B15,B,0.0003240398073103279
class1,SLA-1*11:09,SLA-1,42,B18,B,0.011256502009928226
class1,SLA-1*11:09,SLA-1,42,B27,B,0.0010720270220190287
class1,SLA-1*11:09,SLA-1,42,B35,B,7.644069410162047e-05
class1,SLA-1*11:09,SLA-1,42,B37,B,0.016070837154984474
class1,SLA-1*11:09,SLA-1,42,B38,B,0.0010810545645654202
class1,SLA-1*11:09,SLA-1,42,B39,B,6.84527403791435e-05
class1,SLA-1*11:09,SLA-1,42,B40,B,0.04043341428041458
class1,SLA-1*11:09,SLA-1,42,B41,B,0.03847973793745041
class1,SLA-1*11:09,SLA-1,42,B44,B,0.00023356634483207017
class1,SLA-1*11:09,SLA-1,42,B46,B,0.0008535065571777523
class1,SLA-1*11:09,SLA-1,42,B49,B,0.0006521495524793863
class1,SLA-1*11:09,SLA-1,42,B50,B,0.00404374161735177
class1,SLA-1*11:09,SLA-1,42,B51,B,1.4767211723665241e-05
class1,SLA-1*11:09,SLA-1,42,B52,B,0.0005243283812887967
class1,SLA-1*11:09,SLA-1,42,B53,B,6.811054481659085e-05
class1,SLA-1*11:09,SLA-1,42,B55,B,0.00024023454170674086
class1,SLA-1*11:09,SLA-1,42,B56,B,0.00010908910917351022
class1,SLA-1*11:09,SLA-1,42,B57,B,0.0011095008812844753
class1,SLA-1*11:09,SLA-1,42,B58,B,0.00010478498734300956
class1,SLA-1*11:09,SLA-1,42,B_Other,B,0.005165502894669771
class1,SLA-1*11:09,SLA-1,42,C01,C,0.5047345757484436
class1,SLA-1*11:09,SLA-1,42,C02,C,0.0002891359617933631
class1,SLA-1*11:09,SLA-1,42,C03,C,7.327029834414134e-06
class1,SLA-1*11:09,SLA-1,42,C04,C,0.011628113687038422
class1,SLA-1*11:09,SLA-1,42,C05,C,0.0016069175908342004
class1,SLA-1*11:09,SLA-1,42,C06,C,0.008344708010554314
class1,SLA-1*11:09,SLA-1,42,C07,C,0.0001133155747083947
class1,SLA-1*11:09,SLA-1,42,C08,C,9.961229807231575e-05
class1,SLA-1*11:09,SLA-1,42,C12,C,0.0001317336136708036
class1,SLA-1*11:09,SLA-1,42,C14,C,0.01932857185602188
class1,SLA-1*11:09,SLA-1,42,C15,C,0.005816053133457899
class1,SLA-1*11:09,SLA-1,42,C16,C,0.011395451612770557
class1,SLA-1*11:09,SLA-1,42,C17,C,0.00565280532464385
class1,SLA-1*11:09,SLA-1,42,C_Other,C,0.004275463987141848
class1,SLA-1*11:10,SLA-1,42,A01,A,0.021898142993450165
class1,SLA-1*11:10,SLA-1,42,A02,A,0.01478599850088358
class1,SLA-1*11:10,SLA-1,42,A03,A,0.0007079991628415883
class1,SLA-1*11:10,SLA-1,42,A11,A,0.010758379474282265
class1,SLA-1*11:10,SLA-1,42,A23,A,0.0005334786255843937
class1,SLA-1*11:10,SLA-1,42,A24,A,0.021727602928876877
class1,SLA-1*11:10,SLA-1,42,A25,A,0.0008067999151535332
class1,SLA-1*11:10,SLA-1,42,A26,A,0.00039811318856664
class1,SLA-1*11:10,SLA-1,42,A29,A,8.511628948326688e-06
class1,SLA-1*11:10,SLA-1,42,A30,A,5.088818943477236e-05
class1,SLA-1*11:10,SLA-1,42,A31,A,9.39568635658361e-05
class1,SLA-1*11:10,SLA-1,42,A32,A,0.000714662775862962
class1,SLA-1*11:10,SLA-1,42,A33,A,4.2349594878032804e-05
class1,SLA-1*11:10,SLA-1,42,A68,A,0.0007935106405057013
class1,SLA-1*11:10,SLA-1,42,A_Other,A,0.00021659742924384773
class1,SLA-1*11:10,SLA-1,42,B07,B,0.018001215532422066
class1,SLA-1*11:10,SLA-1,42,B08,B,0.039843082427978516
class1,SLA-1*11:10,SLA-1,42,B13,B,0.0008489040192216635
class1,SLA-1*11:10,SLA-1,42,B14,B,3.969507815781981e-05
class1,SLA-1*11:10,SLA-1,42,B15,B,0.07699017226696014
class1,SLA-1*11:10,SLA-1,42,B18,B,0.04809386283159256
class1,SLA-1*11:10,SLA-1,42,B27,B,0.0010644752765074372
class1,SLA-1*11:10,SLA-1,42,B35,B,0.0007988664438016713
class1,SLA-1*11:10,SLA-1,42,B37,B,0.0012588596437126398
class1,SLA-1*11:10,SLA-1,42,B38,B,4.4300548324827105e-05
class1,SLA-1*11:10,SLA-1,42,B39,B,3.523127452353947e-05
class1,SLA-1*11:10,SLA-1,42,B40,B,0.48012739419937134
class1,SLA-1*11:10,SLA-1,42,B41,B,0.015247385948896408
class1,SLA-1*11:10,SLA-1,42,B44,B,0.0037809647619724274
class1,SLA-1*11:10,SLA-1,42,B46,B,0.000374908180674538
class1,SLA-1*11:10,SLA-1,42,B49,B,0.0007718324777670205
class1,SLA-1*11:10,SLA-1,42,B50,B,0.0006141112535260618
class1,SLA-1*11:10,SLA-1,42,B51,B,0.0005190859665162861
class1,SLA-1*11:10,SLA-1,42,B52,B,0.0002716580929700285
class1,SLA-1*11:10,SLA-1,42,B53,B,8.939190593082458e-05
class1,SLA-1*11:10,SLA-1,42,B55,B,1.1145630196551792e-05
class1,SLA-1*11:10,SLA-1,42,B56,B,3.755417492357083e-05
class1,SLA-1*11:10,SLA-1,42,B57,B,0.001900431583635509
class1,SLA-1*11:10,SLA-1,42,B58,B,0.0009109665406867862
class1,SLA-1*11:10,SLA-1,42,B_Other,B,0.0015032209921628237
class1,SLA-1*11:10,SLA-1,42,C01,C,0.0007965799304656684
class1,SLA-1*11:10,SLA-1,42,C02,C,0.0004761279560625553
class1,SLA-1*11:10,SLA-1,42,C03,C,9.689242142485455e-05
class1,SLA-1*11:10,SLA-1,42,C04,C,0.0043443311005830765
class1,SLA-1*11:10,SLA-1,42,C05,C,2.478177339071408e-05
class1,SLA-1*11:10,SLA-1,42,C06,C,0.013187895528972149
class1,SLA-1*11:10,SLA-1,42,C07,C,0.20494040846824646
class1,SLA-1*11:10,SLA-1,42,C08,C,5.726157905883156e-05
class1,SLA-1*11:10,SLA-1,42,C12,C,0.00023402986698783934
class1,SLA-1*11:10,SLA-1,42,C14,C,0.0004767841019202024
class1,SLA-1*11:10,SLA-1,42,C15,C,0.0008543032454326749
class1,SLA-1*11:10,SLA-1,42,C16,C,0.006029369775205851
class1,SLA-1*11:10,SLA-1,42,C17,C,0.00012163861538283527
class1,SLA-1*11:10,SLA-1,42,C_Other,C,0.0016439242754131556
class1,SLA-1*14:03,SLA-1,42,A01,A,0.0066748312674462795
class1,SLA-1*14:03,SLA-1,42,A02,A,0.00110037496779114
class1,SLA-1*14:03,SLA-1,42,A03,A,0.0013968341518193483
class1,SLA-1*14:03,SLA-1,42,A11,A,0.0004743471508845687
class1,SLA-1*14:03,SLA-1,42,A23,A,0.020114552229642868
class1,SLA-1*14:03,SLA-1,42,A24,A,0.2820341885089874
class1,SLA-1*14:03,SLA-1,42,A25,A,0.0018884994788095355
class1,SLA-1*14:03,SLA-1,42,A26,A,0.001592903514392674
class1,SLA-1*14:03,SLA-1,42,A29,A,0.00029278662987053394
class1,SLA-1*14:03,SLA-1,42,A30,A,0.01125571969896555
class1,SLA-1*14:03,SLA-1,42,A31,A,0.000157870352268219
class1,SLA-1*14:03,SLA-1,42,A32,A,0.01961894892156124
class1,SLA-1*14:03,SLA-1,42,A33,A,0.0018677862826734781
class1,SLA-1*14:03,SLA-1,42,A68,A,0.012386512011289597
class1,SLA-1*14:03,SLA-1,42,A_Other,A,0.0029222273733466864
class1,SLA-1*14:03,SLA-1,42,B07,B,6.550683610839769e-05
class1,SLA-1*14:03,SLA-1,42,B08,B,0.0006797813693992794
class1,SLA-1*14:03,SLA-1,42,B13,B,0.0023406820837408304
class1,SLA-1*14:03,SLA-1,42,B14,B,0.017991941422224045
class1,SLA-1*14:03,SLA-1,42,B15,B,0.00021362748520914465
class1,SLA-1*14:03,SLA-1,42,B18,B,0.024695642292499542
class1,SLA-1*14:03,SLA-1,42,B27,B,0.00043085121433250606
class1,SLA-1*14:03,SLA-1,42,B35,B,0.0001313888351432979
class1,SLA-1*14:03,SLA-1,42,B37,B,0.014858960174024105
class1,SLA-1*14:03,SLA-1,42,B38,B,0.0012598668690770864
class1,SLA-1*14:03,SLA-1,42,B39,B,0.00011339417687850073
class1,SLA-1*14:03,SLA-1,42,B40,B,0.016698496416211128
class1,SLA-1*14:03,SLA-1,42,B41,B,0.024668706580996513
class1,SLA-1*14:03,SLA-1,42,B44,B,0.00026695034466683865
class1,SLA-1*14:03,SLA-1,42,B46,B,0.0008663422777317464
class1,SLA-1*14:03,SLA-1,42,B49,B,0.000736731628421694
class1,SLA-1*14:03,SLA-1,42,B50,B,0.002855811035260558
class1,SLA-1*14:03,SLA-1,42,B51,B,2.455532012390904e-05
class1,SLA-1*14:03,SLA-1,42,B52,B,0.0006602694047614932
class1,SLA-1*14:03,SLA-1,42,B53,B,0.00017994470545090735
class1,SLA-1*14:03,SLA-1,42,B55,B,0.00031183651299215853
class1,SLA-1*14:03,SLA-1,42,B56,B,0.00014536680828314275
class1,SLA-1*14:03,SLA-1,42,B57,B,0.0016945966053754091
class1,SLA-1*14:03,SLA-1,42,B58,B,0.0001543219987070188
class1,SLA-1*14:03,SLA-1,42,B_Other,B,0.0019120466895401478
class1,SLA-1*14:03,SLA-1,42,C01,C,0.451472669839859
class1,SLA-1*14:03,SLA-1,42,C02,C,0.00018266341066919267
class1,SLA-1*14:03,SLA-1,42,C03,C,8.087143214652315e-06
class1,SLA-1*14:03,SLA-1,42,C04,C,0.004023431334644556
class1,SLA-1*14:03,SLA-1,42,C05,C,0.002604071982204914
class1,SLA-1*14:03,SLA-1,42,C06,C,0.0059862625785171986
class1,SLA-1*14:03,SLA-1,42,C07,C,7.635021029273048e-05
class1,SLA-1*14:03,SLA-1,42,C08,C,6.497171125374734e-05
class1,SLA-1*14:03,SLA-1,42,C12,C,0.00021883602312300354
class1,SLA-1*14:03,SLA-1,42,C14,C,0.02767169661819935
class1,SLA-1*14:03,SLA-1,42,C15,C,0.004272812511771917
class1,SLA-1*14:03,SLA-1,42,C16,C,0.01842428743839264
class1,SLA-1*14:03,SLA-1,42,C17,C,0.004431379027664661
class1,SLA-1*14:03,SLA-1,42,C_Other,C,0.002826480660587549
class1,SLA-1*15:01,SLA-1,42,A01,A,0.01675896905362606
class1,SLA-1*15:01,SLA-1,42,A02,A,0.03402038291096687
class1,SLA-1*15:01,SLA-1,42,A03,A,0.0014331736601889133
class1,SLA-1*15:01,SLA-1,42,A11,A,0.004636055789887905
class1,SLA-1*15:01,SLA-1,42,A23,A,0.001981409266591072
class1,SLA-1*15:01,SLA-1,42,A24,A,0.5974744558334351
class1,SLA-1*15:01,SLA-1,42,A25,A,0.0003837650874629617
class1,SLA-1*15:01,SLA-1,42,A26,A,0.0005256539443507791
class1,SLA-1*15:01,SLA-1,42,A29,A,1.316699490416795e-05
class1,SLA-1*15:01,SLA-1,42,A30,A,7.298312266357243e-05
class1,SLA-1*15:01,SLA-1,42,A31,A,7.172975165303797e-05
class1,SLA-1*15:01,SLA-1,42,A32,A,0.0006115538417361677
class1,SLA-1*15:01,SLA-1,42,A33,A,2.6104387870873325e-05
class1,SLA-1*15:01,SLA-1,42,A68,A,0.0005386801203712821
class1,SLA-1*15:01,SLA-1,42,A_Other,A,0.00019115005852654576
class1,SLA-1*15:01,SLA-1,42,B07,B,0.0003095694992225617
class1,SLA-1*15:01,SLA-1,42,B08,B,0.0002051160263363272
class1,SLA-1*15:01,SLA-1,42,B13,B,0.00034879535087384284
class1,SLA-1*15:01,SLA-1,42,B14,B,2.9439066565828398e-05
class1,SLA-1*15:01,SLA-1,42,B15,B,0.004880012944340706
class1,SLA-1*15:01,SLA-1,42,B18,B,0.005886300932615995
class1,SLA-1*15:01,SLA-1,42,B27,B,0.00021767425641883165
class1,SLA-1*15:01,SLA-1,42,B35,B,0.0003970241523347795
class1,SLA-1*15:01,SLA-1,42,B37,B,0.0002079615369439125
class1,SLA-1*15:01,SLA-1,42,B38,B,6.241913069970906e-06
class1,SLA-1*15:01,SLA-1,42,B39,B,8.86738973804313e-07
class1,SLA-1*15:01,SLA-1,42,B40,B,0.29806238412857056
class1,SLA-1*15:01,SLA-1,42,B41,B,0.0016741115832701325
class1,SLA-1*15:01,SLA-1,42,B44,B,0.00041879259515553713
class1,SLA-1*15:01,SLA-1,42,B46,B,0.0003509434754960239
class1,SLA-1*15:01,SLA-1,42,B49,B,3.427873525652103e-05
class1,SLA-1*15:01,SLA-1,42,B50,B,9.066591155715287e-05
class1,SLA-1*15:01,SLA-1,42,B51,B,1.4051017387828324e-05
class1,SLA-1*15:01,SLA-1,42,B52,B,2.505875272618141e-05
class1,SLA-1*15:01,SLA-1,42,B53,B,3.429639764362946e-05
class1,SLA-1*15:01,SLA-1,42,B55,B,1.334119133389322e-06
class1,SLA-1*15:01,SLA-1,42,B56,B,4.074434855283471e-06
class1,SLA-1*15:01,SLA-1,42,B57,B,0.0006690116715617478
class1,SLA-1*15:01,SLA-1,42,B58,B,7.365128112724051e-05
class1,SLA-1*15:01,SLA-1,42,B_Other,B,7.639110117452219e-05
class1,SLA-1*15:01,SLA-1,42,C01,C,0.004728453699499369
class1,SLA-1*15:01,SLA-1,42,C02,C,0.00034263034467585385
class1,SLA-1*15:01,SLA-1,42,C03,C,7.352274678851245e-06
class1,SLA-1*15:01,SLA-1,42,C04,C,0.0017924977000802755
class1,SLA-1*15:01,SLA-1,42,C05,C,5.56782069907058e-05
class1,SLA-1*15:01,SLA-1,42,C06,C,0.009569679386913776
class1,SLA-1*15:01,SLA-1,42,C07,C,0.008658608421683311
class1,SLA-1*15:01,SLA-1,42,C08,C,2.269471451654681e-06
class1,SLA-1*15:01,SLA-1,42,C12,C,5.299481927067973e-05
class1,SLA-1*15:01,SLA-1,42,C14,C,0.00015413807705044746
class1,SLA-1*15:01,SLA-1,42,C15,C,0.0003662451927084476
class1,SLA-1*15:01,SLA-1,42,C16,C,0.0010094961617141962
class1,SLA-1*15:01,SLA-1,42,C17,C,0.00022385033662430942
class1,SLA-1*15:01,SLA-1,42,C_Other,C,0.0002787829434964806
class1,SLA-1*15:02,SLA-1,42,A01,A,0.01866471767425537
class1,SLA-1*15:02,SLA-1,42,A02,A,0.03855469822883606
class1,SLA-1*15:02,SLA-1,42,A03,A,0.001381241250783205
class1,SLA-1*15:02,SLA-1,42,A11,A,0.0048056854866445065
class1,SLA-1*15:02,SLA-1,42,A23,A,0.0018310823943465948
class1,SLA-1*15:02,SLA-1,42,A24,A,0.5809359550476074
class1,SLA-1*15:02,SLA-1,42,A25,A,0.0003904316108673811
class1,SLA-1*15:02,SLA-1,42,A26,A,0.0005347600090317428
class1,SLA-1*15:02,SLA-1,42,A29,A,1.3515339560399298e-05
class1,SLA-1*15:02,SLA-1,42,A30,A,7.150514284148812e-05
class1,SLA-1*15:02,SLA-1,42,A31,A,7.189338793978095e-05
class1,SLA-1*15:02,SLA-1,42,A32,A,0.0005690142861567438
class1,SLA-1*15:02,SLA-1,42,A33,A,2.5855741114355624e-05
class1,SLA-1*15:02,SLA-1,42,A68,A,0.0005612791865132749
class1,SLA-1*15:02,SLA-1,42,A_Other,A,0.00018642783106770366
class1,SLA-1*15:02,SLA-1,42,B07,B,0.00035099475644528866
class1,SLA-1*15:02,SLA-1,42,B08,B,0.00021526067575905472
class1,SLA-1*15:02,SLA-1,42,B13,B,0.00032005758839659393
class1,SLA-1*15:02,SLA-1,42,B14,B,2.8656457288889214e-05
class1,SLA-1*15:02,SLA-1,42,B15,B,0.004697037860751152
class1,SLA-1*15:02,SLA-1,42,B18,B,0.005688624456524849
class1,SLA-1*15:02,SLA-1,42,B27,B,0.000226541465963237
class1,SLA-1*15:02,SLA-1,42,B35,B,0.00041135263745673
class1,SLA-1*15:02,SLA-1,42,B37,B,0.00021350503084249794
class1,SLA-1*15:02,SLA-1,42,B38,B,5.775856607215246e-06
class1,SLA-1*15:02,SLA-1,42,B39,B,8.864949450071435e-07
class1,SLA-1*15:02,SLA-1,42,B40,B,0.306836873292923
class1,SLA-1*15:02,SLA-1,42,B41,B,0.001608801307156682
class1,SLA-1*15:02,SLA-1,42,B44,B,0.0004391365800984204
class1,SLA-1*15:02,SLA-1,42,B46,B,0.00035296918940730393
class1,SLA-1*15:02,SLA-1,42,B49,B,3.4370434150332585e-05
class1,SLA-1*15:02,SLA-1,42,B50,B,8.658446313347667e-05
class1,SLA-1*15:02,SLA-1,42,B51,B,1.369856545352377e-05
class1,SLA-1*15:02,SLA-1,42,B52,B,2.3472131942980923e-05
class1,SLA-1*15:02,SLA-1,42,B53,B,3.599233605200425e-05
class1,SLA-1*15:02,SLA-1,42,B55,B,1.3763469723926391e-06
class1,SLA-1*15:02,SLA-1,42,B56,B,4.178516064712312e-06
class1,SLA-1*15:02,SLA-1,42,B57,B,0.0006127053056843579
class1,SLA-1*15:02,SLA-1,42,B58,B,7.679126429138705e-05
class1,SLA-1*15:02,SLA-1,42,B_Other,B,7.577395444968715e-05
class1,SLA-1*15:02,SLA-1,42,C01,C,0.0048226541839540005
class1,SLA-1*15:02,SLA-1,42,C02,C,0.0003640797222033143
class1,SLA-1*15:02,SLA-1,42,C03,C,7.825502507330384e-06
class1,SLA-1*15:02,SLA-1,42,C04,C,0.0016971315490081906
class1,SLA-1*15:02,SLA-1,42,C05,C,5.705967123503797e-05
class1,SLA-1*15:02,SLA-1,42,C06,C,0.010125166736543179
class1,SLA-1*15:02,SLA-1,42,C07,C,0.00977805070579052
class1,SLA-1*15:02,SLA-1,42,C08,C,2.359963445996982e-06
class1,SLA-1*15:02,SLA-1,42,C12,C,5.543423685594462e-05
class1,SLA-1*15:02,SLA-1,42,C14,C,0.00014553574146702886
class1,SLA-1*15:02,SLA-1,42,C15,C,0.00038903095992282033
class1,SLA-1*15:02,SLA-1,42,C16,C,0.0010918419575318694
class1,SLA-1*15:02,SLA-1,42,C17,C,0.000225067138671875
class1,SLA-1*15:02,SLA-1,42,C_Other,C,0.00027932244120165706
class1,SLA-1*16:03,SLA-1,42,A01,A,0.0025504515506327152
class1,SLA-1*16:03,SLA-1,42,A02,A,0.0013370109954848886
class1,SLA-1*16:03,SLA-1,42,A03,A,0.0012507550418376923
class1,SLA-1*16:03,SLA-1,42,A11,A,0.00793534517288208
class1,SLA-1*16:03,SLA-1,42,A23,A,0.0006428896449506283
class1,SLA-1*16:03,SLA-1,42,A24,A,0.005616258829832077
class1,SLA-1*16:03,SLA-1,42,A25,A,0.0013223281130194664
class1,SLA-1*16:03,SLA-1,42,A26,A,0.0021440836135298014
class1,SLA-1*16:03,SLA-1,42,A29,A,7.236119472509017e-06
